INMUEBLE;PROVINCIA;MUNICIPIO;AFECTACIÓN;SUBTIPO;ESTADO INMUEBLE;ADSCRIPCIÓN;CERTIFICADO ENERGÉTICO (S/N);INSCRITO REGISTRO PROPIEDAD (S/N);LICENCIA APERTURA (S/N);FECHA ALTA;FECHA BAJA;FECHA BIC;SUPERFICIE CONSTRUIDA;CALIFICACIÓN SUELO CASTELLANO;CALIFICACIÓN SUELO VALENCIANO;CLASIFICACIÓN SUELO CASTELLANO;CLASIFICACIÓN SUELO VALENCIANO;DERECHO TERCERO CASTELLANO;DERECHO TERCERO VALENCIANO;NATURALEZA CASTELLANO;NATURALEZA VALENCIANO;NIVEL CASTELLANO;NIVEL VALENCIANO;SITUACIÓN ARRENDAMIENTO CASTELLANO;SITUACIÓN ARRENDAMIENTO VALENCIANO;USO PORMENOR CASTELLANO;USO PORMENOR VALENCIANO
Monte Sierra Del Cid Mup Al034al1068;Alicante/Alacant;Novelda;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Monte Sierra Espadan Mup Cs008cs1010;Castellón/Castelló;Alcudia de Veo;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Desconocida;Desconeguda;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Monte Sierra Larga Mup Al108al1032 (Antes Nº 108 Catalogo De M.U.P.);Alicante/Alacant;Elx/Elche;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;N;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Monte Sierra Salinas Nº Cup Al133 ( Nº 9 Del Catalogo De 1862);Alicante/Alacant;Villena;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1985/07/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Especial Proteccion;Suelo No Urbanizable Especial Proteccion;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Monte Solana Del Este   V010v1003;Valencia/València;Fontanars dels Alforins;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;N;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Desconocida;Desconeguda;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Monte Solana Del Este Mup V010v1003 (Antes   V010v1003);Valencia/València;Ontinyent;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Desconocida;Desconeguda;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Monte Sotorroni Mup Al001al1005 (Antes Nºcat. 1 Al-1005);Alicante/Alacant;Alcoi/Alcoy;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Monte Tarraguan Mup Cs006cs1008 (Antes Cup 4, 6 Y 5   Nº Elenco 1008-A, 1008 Y 1008-B);Castellón/Castelló;Eslida;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Desconocida;Desconeguda;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Monte Termenera Mup Cs097 Cs1046;Castellón/Castelló;Santa Magdalena de Pulpis;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1987/01/20 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Monte Tona, Bayart, Caroche Y Collado Gitano Mup V163 V1001(Antes Nº Elenco: V-1098);Valencia/València;Teresa de Cofrentes;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1995/03/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Monte Torre Enguaita Mup Cs089cs1029( Antes  Mup Cs-089   N Elenco Cs 1029);Castellón/Castelló;Morella;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Especial Proteccion;Suelo No Urbanizable Especial Proteccion;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Monte Torrecilla O Majada De Andillaque Mup V172v1062  (Finca Del Monte El Rebollo, La Torrecilla Y Caseta Umbría Catalogada Con El Cup 172);Valencia/València;Calles;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Monte Tosal Redo  Mup Al112al1049 (Antes Nº 112. Al-1049);Alicante/Alacant;Sant Vicent del Raspeig/San Vicente del Raspeig;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Monte Tossal Dels Corbs Mup Al122al1041(Antes Nº De Elenco Al-1041 -  Nº 122 Del C.U.P);Alicante/Alacant;Finestrat;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Monte Tossal Redo     Nº Catálogo Al-105;Alicante/Alacant;Alcoi/Alcoy;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Monte Trinchan  Mup Cs105cs1054 (Masia Trinchan Num.105 Del Catalogo De Montes De Utilidad Publica De La Provincia De Castellon Y Num De Elenco Cs105;Castellón/Castelló;Rossell;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1993/07/23 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Monte Tristan Y La Mina   Partida De Cardaire  Mup Cs088cs1014 (Antes Cup Cs088  Nº Elenco 1014);Castellón/Castelló;Segorbe;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;N;N;1995/03/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Desconocida;Desconeguda;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Monte Tristany  Y La Mina  Partida El Gordo  Mup Cs088cs1014 (Antes Cup Cs088  Nº Elenco 1014);Castellón/Castelló;Segorbe;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;N;N;1995/03/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Desconocida;Desconeguda;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Monte Tristany  Y La Mina Mup Cs088cs1014 (Antes Cup Cs088  Nº Elenco 1014);Castellón/Castelló;Segorbe;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;N;N;1995/03/02 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Desconocida;Desconeguda;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Monte Tristany Y La Mina   Partida Embuena Mup Cs088cs1014 (Antes Cup Cs088  Nºelenco 1014);Castellón/Castelló;Segorbe;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;N;N;1995/03/02 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Desconocida;Desconeguda;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Monte Tristany Y La Mina  Partida Del Aguila Y Barranco Gascon Mup Cs088cs1014 (Antes Cup Cs088  Nº Elenco 1014);Castellón/Castelló;Segorbe;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;N;N;1995/03/02 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Desconocida;Desconeguda;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Monte Tristany Y La Mina  Partida Del Rebolloso Y El Plano Mup Cs088cs1014 (Antes Cup Cs088  Nº Elenco 1014);Castellón/Castelló;Segorbe;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;N;N;1995/03/02 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Desconocida;Desconeguda;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Monte Umbrias De Benifasar Mup Cs103cs1027(Ombries De Benifassa Num. 103 Del Catalogo De Montes De Utilidad Publica De La Provincia De Castellon);Castellón/Castelló;Pobla de Benifassà, la;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Desconocida;Desconeguda;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Monte Urchillo Mup Al006al1053 (Antes C.U.P. Al006 Al1053);Alicante/Alacant;Orihuela;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Espacios Libres;Espacios Libres
Monte Valle Del  Angel Y Rabosa Mup Cs119cs1047;Castellón/Castelló;Alcalà de Xivert;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Especial Proteccion;Suelo No Urbanizable Especial Proteccion;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Monte Valle Del  Angel Y Rabosa Mup Cs119cs1047;Castellón/Castelló;Coves de Vinromà, les;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Especial Proteccion;Suelo No Urbanizable Especial Proteccion;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Monte Vilaplana Mup Cs114cs1041;Castellón/Castelló;Coves de Vinromà, les;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Monte Vistabella Y Cuervo Mup Al080al1047 (Antes Elenco Al 1047);Alicante/Alacant;Xixona/Jijona;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Monte Vivero Mup Cs1038 (Antes N Elenco Cs-1038);Castellón/Castelló;Toro, El;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Monte Zafra Mup V191 Las Pedrizas Y Agregados (Antes Nº Elenco V - 1068);Valencia/València;Teresa de Cofrentes;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;N;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Especial Proteccion;Suelo No Urbanizable Especial Proteccion;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Montes De Biar Mup Al008al1021 (Antes  Nº 8 Al-1021);Alicante/Alacant;Biar;Montes;Complejo;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1984/01/01 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo No Urbanizable Especial Proteccion;Suelo No Urbanizable Especial Proteccion;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Morella La Vella Cup128   Elenco1059;Castellón/Castelló;Morella;Cultural;Complejo;Inventariado;Conselleria De Educacion Cultura  Universidades Y Empleo;N;S;N;1999/11/02 00:00:00.000000000;;1924/05/07 00:00:00.000000000;32978,5;Desconocida;Desconeguda;Suelo No Urbanizable Comun;Suelo No Urbanizable Comun;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Mup Cs1052 Fonollas;Castellón/Castelló;Canet lo Roig;Montes;Suelo No Urbanizable;Inventariado;Conselleria De Medio Ambiente  Infraestructuras Y Territorio;N;S;N;1995/03/02 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Desconocida;Desconeguda;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
Museo De Bellas Artes De Castellon;Castellón/Castelló;Castelló de la Plana/Castellón de la Plana;Cultural;Edificio;Inventariado;Conselleria De Educacion Cultura  Universidades Y Empleo;N;N;N;2009/12/30 00:00:00.000000000;;;13339,0;Residencial;Residencial;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Integral;Integral;Otra;Altra;Desconocido;Desconegut
Museo De Bellas Artes San Pio V;Valencia/València;València;Cultural;Local;Inventariado;Conselleria De Educacion Cultura  Universidades Y Empleo;N;N;N;1983/01/01 00:00:00.000000000;;1962/03/01 00:00:00.000000000;0,0;Dotacional Publico;Dotacional Publico;Suelo Urbano;Suelo Urbano;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Espacios Libres;Espacios Libres
Museo De Las Ciencias, Hemisferic Y Umbracle;Valencia/València;València;Cultural;Complejo;Inventariado;Conselleria De Hacienda Y Economía;N;S;N;2016/08/04 00:00:00.000000000;;;0,0;Desconocida;Desconeguda;Suelo Urbanizable Programado;Suelo Urbanizable Programado;Desconocido;Desconegut;Dominio público;Domini públic;Sin Protección;Sense Protecció;Otra;Altra;Desconocido;Desconegut
